"kommun","year","kombef","flland","norden","afrika","asien","latam","europa_notnorden","flykt","nonOECD","nordam_oceanien"
360,1984,0,0,0,0,0,0,0,0,0,0
360,1998,0,0,0,0,0,0,0,0,0,0
380,1994,0,0,0,0,0,0,0,0,0,0
380,1993,0,0,0,0,0,0,0,0,0,0
380,1995,0,0,0,0,0,0,0,0,0,0
380,1992,0,0,0,0,0,0,0,0,0,0
380,1996,0,0,0,0,0,0,0,0,0,0
380,1997,0,0,0,0,0,0,0,0,0,0
380,1991,0,0,0,0,0,0,0,0,0,0
380,1990,0,0,0,0,0,0,0,0,0,0
380,1989,0,0,0,0,0,0,0,0,0,0
380,1988,0,0,0,0,0,0,0,0,0,0
380,1987,0,0,0,0,0,0,0,0,0,0
380,1986,0,0,0,0,0,0,0,0,0,0
380,1985,0,0,0,0,0,0,0,0,0,0
380,1984,0,0,0,0,0,0,0,0,0,0
380,1983,0,0,0,0,0,0,0,0,0,0
380,1982,0,0,0,0,0,0,0,0,0,0
380,1981,0,0,0,0,0,0,0,0,0,0
380,1998,0,0,0,0,0,0,0,0,0,0
381,1994,0,0,0,0,0,0,0,0,0,0
381,1995,0,0,0,0,0,0,0,0,0,0
381,1996,0,0,0,0,0,0,0,0,0,0
381,1997,0,0,0,0,0,0,0,0,0,0
381,1993,0,0,0,0,0,0,0,0,0,0
381,1992,0,0,0,0,0,0,0,0,0,0
381,1991,0,0,0,0,0,0,0,0,0,0
381,1990,0,0,0,0,0,0,0,0,0,0
381,1989,0,0,0,0,0,0,0,0,0,0
381,1988,0,0,0,0,0,0,0,0,0,0
381,1987,0,0,0,0,0,0,0,0,0,0
381,1986,0,0,0,0,0,0,0,0,0,0
381,1983,0,0,0,0,0,0,0,0,0,0
381,1982,0,0,0,0,0,0,0,0,0,0
381,1984,0,0,0,0,0,0,0,0,0,0
381,1985,0,0,0,0,0,0,0,0,0,0
381,1981,0,0,0,0,0,0,0,0,0,0
381,1998,0,0,0,0,0,0,0,0,0,0
382,1994,0,0,0,0,0,0,0,0,0,0
382,1993,0,0,0,0,0,0,0,0,0,0
382,1989,0,0,0,0,0,0,0,0,0,0
382,1990,0,0,0,0,0,0,0,0,0,0
382,1991,0,0,0,0,0,0,0,0,0,0
382,1997,0,0,0,0,0,0,0,0,0,0
382,1995,0,0,0,0,0,0,0,0,0,0
382,1987,0,0,0,0,0,0,0,0,0,0
382,1996,0,0,0,0,0,0,0,0,0,0
382,1992,0,0,0,0,0,0,0,0,0,0
382,1988,0,0,0,0,0,0,0,0,0,0
382,1986,0,0,0,0,0,0,0,0,0,0
382,1984,0,0,0,0,0,0,0,0,0,0
382,1985,0,0,0,0,0,0,0,0,0,0
382,1982,0,0,0,0,0,0,0,0,0,0
382,1983,0,0,0,0,0,0,0,0,0,0
382,1981,0,0,0,0,0,0,0,0,0,0
382,1998,0,0,0,0,0,0,0,0,0,0
428,1993,0,0,0,0,0,0,0,0,0,0
428,1994,0,0,0,0,0,0,0,0,0,0
428,1992,0,0,0,0,0,0,0,0,0,0
428,1990,0,0,0,0,0,0,0,0,0,0
428,1991,0,0,0,0,0,0,0,0,0,0
428,1995,0,0,0,0,0,0,0,0,0,0
428,1996,0,0,0,0,0,0,0,0,0,0
428,1989,0,0,0,0,0,0,0,0,0,0
428,1997,0,0,0,0,0,0,0,0,0,0
428,1981,0,0,0,0,0,0,0,0,0,0
428,1988,0,0,0,0,0,0,0,0,0,0
428,1982,0,0,0,0,0,0,0,0,0,0
428,1983,0,0,0,0,0,0,0,0,0,0
428,1984,0,0,0,0,0,0,0,0,0,0
428,1987,0,0,0,0,0,0,0,0,0,0
428,1985,0,0,0,0,0,0,0,0,0,0
428,1986,0,0,0,0,0,0,0,0,0,0
428,1998,0,0,0,0,0,0,0,0,0,0
461,1996,0,0,0,0,0,0,0,0,0,0
461,1995,0,0,0,0,0,0,0,0,0,0
461,1997,0,0,0,0,0,0,0,0,0,0
461,1994,0,0,0,0,0,0,0,0,0,0
461,1993,0,0,0,0,0,0,0,0,0,0
461,1991,0,0,0,0,0,0,0,0,0,0
461,1992,0,0,0,0,0,0,0,0,0,0
461,1981,0,0,0,0,0,0,0,0,0,0
461,1982,0,0,0,0,0,0,0,0,0,0
461,1983,0,0,0,0,0,0,0,0,0,0
461,1984,0,0,0,0,0,0,0,0,0,0
461,1985,0,0,0,0,0,0,0,0,0,0
461,1986,0,0,0,0,0,0,0,0,0,0
461,1987,0,0,0,0,0,0,0,0,0,0
461,1988,0,0,0,0,0,0,0,0,0,0
461,1989,0,0,0,0,0,0,0,0,0,0
461,1990,0,0,0,0,0,0,0,0,0,0
461,1998,0,0,0,0,0,0,0,0,0,0
480,1997,0,0,0,0,0,0,0,0,0,0
480,1994,0,0,0,0,0,0,0,0,0,0
480,1995,0,0,0,0,0,0,0,0,0,0
480,1996,0,0,0,0,0,0,0,0,0,0
480,1993,0,0,0,0,0,0,0,0,0,0
480,1992,0,0,0,0,0,0,0,0,0,0
480,1991,0,0,0,0,0,0,0,0,0,0
480,1990,0,0,0,0,0,0,0,0,0,0
480,1989,0,0,0,0,0,0,0,0,0,0
480,1988,0,0,0,0,0,0,0,0,0,0
480,1987,0,0,0,0,0,0,0,0,0,0
480,1986,0,0,0,0,0,0,0,0,0,0
480,1985,0,0,0,0,0,0,0,0,0,0
480,1984,0,0,0,0,0,0,0,0,0,0
480,1983,0,0,0,0,0,0,0,0,0,0
480,1982,0,0,0,0,0,0,0,0,0,0
480,1981,0,0,0,0,0,0,0,0,0,0
480,1998,0,0,0,0,0,0,0,0,0,0
481,1993,0,0,0,0,0,0,0,0,0,0
481,1994,0,0,0,0,0,0,0,0,0,0
481,1990,0,0,0,0,0,0,0,0,0,0
481,1991,0,0,0,0,0,0,0,0,0,0
481,1992,0,0,0,0,0,0,0,0,0,0
481,1989,0,0,0,0,0,0,0,0,0,0
481,1995,0,0,0,0,0,0,0,0,0,0
481,1996,0,0,0,0,0,0,0,0,0,0
481,1984,0,0,0,0,0,0,0,0,0,0
481,1997,0,0,0,0,0,0,0,0,0,0
481,1988,0,0,0,0,0,0,0,0,0,0
481,1983,0,0,0,0,0,0,0,0,0,0
481,1987,0,0,0,0,0,0,0,0,0,0
481,1982,0,0,0,0,0,0,0,0,0,0
481,1986,0,0,0,0,0,0,0,0,0,0
481,1981,0,0,0,0,0,0,0,0,0,0
481,1985,0,0,0,0,0,0,0,0,0,0
481,1998,0,0,0,0,0,0,0,0,0,0
482,1994,0,0,0,0,0,0,0,0,0,0
482,1995,0,0,0,0,0,0,0,0,0,0
482,1993,0,0,0,0,0,0,0,0,0,0
482,1997,0,0,0,0,0,0,0,0,0,0
482,1996,0,0,0,0,0,0,0,0,0,0
482,1992,0,0,0,0,0,0,0,0,0,0
482,1991,0,0,0,0,0,0,0,0,0,0
482,1990,0,0,0,0,0,0,0,0,0,0
482,1989,0,0,0,0,0,0,0,0,0,0
482,1982,0,0,0,0,0,0,0,0,0,0
482,1983,0,0,0,0,0,0,0,0,0,0
482,1981,0,0,0,0,0,0,0,0,0,0
482,1984,0,0,0,0,0,0,0,0,0,0
482,1988,0,0,0,0,0,0,0,0,0,0
482,1987,0,0,0,0,0,0,0,0,0,0
482,1985,0,0,0,0,0,0,0,0,0,0
482,1986,0,0,0,0,0,0,0,0,0,0
482,1998,0,0,0,0,0,0,0,0,0,0
483,1994,0,0,0,0,0,0,0,0,0,0
483,1995,0,0,0,0,0,0,0,0,0,0
483,1996,0,0,0,0,0,0,0,0,0,0
483,1997,0,0,0,0,0,0,0,0,0,0
483,1993,0,0,0,0,0,0,0,0,0,0
483,1992,0,0,0,0,0,0,0,0,0,0
483,1991,0,0,0,0,0,0,0,0,0,0
483,1990,0,0,0,0,0,0,0,0,0,0
483,1989,0,0,0,0,0,0,0,0,0,0
483,1988,0,0,0,0,0,0,0,0,0,0
483,1987,0,0,0,0,0,0,0,0,0,0
483,1986,0,0,0,0,0,0,0,0,0,0
483,1983,0,0,0,0,0,0,0,0,0,0
483,1985,0,0,0,0,0,0,0,0,0,0
483,1984,0,0,0,0,0,0,0,0,0,0
483,1982,0,0,0,0,0,0,0,0,0,0
483,1981,0,0,0,0,0,0,0,0,0,0
483,1998,0,0,0,0,0,0,0,0,0,0
484,1994,0,0,0,0,0,0,0,0,0,0
484,1993,0,0,0,0,0,0,0,0,0,0
484,1995,0,0,0,0,0,0,0,0,0,0
484,1992,0,0,0,0,0,0,0,0,0,0
484,1991,0,0,0,0,0,0,0,0,0,0
484,1990,0,0,0,0,0,0,0,0,0,0
484,1996,0,0,0,0,0,0,0,0,0,0
484,1997,0,0,0,0,0,0,0,0,0,0
484,1989,0,0,0,0,0,0,0,0,0,0
484,1988,0,0,0,0,0,0,0,0,0,0
484,1987,0,0,0,0,0,0,0,0,0,0
484,1986,0,0,0,0,0,0,0,0,0,0
484,1985,0,0,0,0,0,0,0,0,0,0
484,1984,0,0,0,0,0,0,0,0,0,0
484,1983,0,0,0,0,0,0,0,0,0,0
484,1982,0,0,0,0,0,0,0,0,0,0
484,1981,0,0,0,0,0,0,0,0,0,0
484,1998,0,0,0,0,0,0,0,0,0,0
486,1997,0,0,0,0,0,0,0,0,0,0
486,1995,0,0,0,0,0,0,0,0,0,0
486,1996,0,0,0,0,0,0,0,0,0,0
486,1994,0,0,0,0,0,0,0,0,0,0
486,1993,0,0,0,0,0,0,0,0,0,0
486,1992,0,0,0,0,0,0,0,0,0,0
486,1991,0,0,0,0,0,0,0,0,0,0
486,1990,0,0,0,0,0,0,0,0,0,0
486,1989,0,0,0,0,0,0,0,0,0,0
486,1988,0,0,0,0,0,0,0,0,0,0
486,1987,0,0,0,0,0,0,0,0,0,0
486,1982,0,0,0,0,0,0,0,0,0,0
486,1983,0,0,0,0,0,0,0,0,0,0
486,1981,0,0,0,0,0,0,0,0,0,0
486,1984,0,0,0,0,0,0,0,0,0,0
486,1986,0,0,0,0,0,0,0,0,0,0
486,1985,0,0,0,0,0,0,0,0,0,0
486,1998,0,0,0,0,0,0,0,0,0,0
488,1997,0,0,0,0,0,0,0,0,0,0
488,1996,0,0,0,0,0,0,0,0,0,0
488,1994,0,0,0,0,0,0,0,0,0,0
488,1995,0,0,0,0,0,0,0,0,0,0
488,1992,0,0,0,0,0,0,0,0,0,0
488,1991,0,0,0,0,0,0,0,0,0,0
488,1993,0,0,0,0,0,0,0,0,0,0
488,1981,0,0,0,0,0,0,0,0,0,0
488,1982,0,0,0,0,0,0,0,0,0,0
488,1983,0,0,0,0,0,0,0,0,0,0
488,1984,0,0,0,0,0,0,0,0,0,0
488,1985,0,0,0,0,0,0,0,0,0,0
488,1986,0,0,0,0,0,0,0,0,0,0
488,1987,0,0,0,0,0,0,0,0,0,0
488,1988,0,0,0,0,0,0,0,0,0,0
488,1989,0,0,0,0,0,0,0,0,0,0
488,1990,0,0,0,0,0,0,0,0,0,0
488,1998,0,0,0,0,0,0,0,0,0,0
509,1993,0,0,0,0,0,0,0,0,0,0
509,1995,0,0,0,0,0,0,0,0,0,0
509,1997,0,0,0,0,0,0,0,0,0,0
509,1994,0,0,0,0,0,0,0,0,0,0
509,1996,0,0,0,0,0,0,0,0,0,0
509,1992,0,0,0,0,0,0,0,0,0,0
509,1991,0,0,0,0,0,0,0,0,0,0
509,1990,0,0,0,0,0,0,0,0,0,0
509,1986,0,0,0,0,0,0,0,0,0,0
509,1989,0,0,0,0,0,0,0,0,0,0
509,1984,0,0,0,0,0,0,0,0,0,0
509,1981,0,0,0,0,0,0,0,0,0,0
509,1982,0,0,0,0,0,0,0,0,0,0
509,1983,0,0,0,0,0,0,0,0,0,0
509,1987,0,0,0,0,0,0,0,0,0,0
509,1988,0,0,0,0,0,0,0,0,0,0
509,1985,0,0,0,0,0,0,0,0,0,0
509,1998,0,0,0,0,0,0,0,0,0,0
512,1994,0,0,0,0,0,0,0,0,0,0
512,1995,0,0,0,0,0,0,0,0,0,0
512,1993,0,0,0,0,0,0,0,0,0,0
512,1996,0,0,0,0,0,0,0,0,0,0
512,1997,0,0,0,0,0,0,0,0,0,0
512,1992,0,0,0,0,0,0,0,0,0,0
512,1991,0,0,0,0,0,0,0,0,0,0
512,1990,0,0,0,0,0,0,0,0,0,0
512,1981,0,0,0,0,0,0,0,0,0,0
512,1989,0,0,0,0,0,0,0,0,0,0
512,1986,0,0,0,0,0,0,0,0,0,0
512,1987,0,0,0,0,0,0,0,0,0,0
512,1988,0,0,0,0,0,0,0,0,0,0
512,1984,0,0,0,0,0,0,0,0,0,0
512,1983,0,0,0,0,0,0,0,0,0,0
512,1985,0,0,0,0,0,0,0,0,0,0
512,1982,0,0,0,0,0,0,0,0,0,0
512,1998,0,0,0,0,0,0,0,0,0,0
513,1994,0,0,0,0,0,0,0,0,0,0
513,1995,0,0,0,0,0,0,0,0,0,0
513,1996,0,0,0,0,0,0,0,0,0,0
513,1997,0,0,0,0,0,0,0,0,0,0
513,1991,0,0,0,0,0,0,0,0,0,0
513,1993,0,0,0,0,0,0,0,0,0,0
513,1992,0,0,0,0,0,0,0,0,0,0
513,1990,0,0,0,0,0,0,0,0,0,0
513,1989,0,0,0,0,0,0,0,0,0,0
513,1981,0,0,0,0,0,0,0,0,0,0
513,1988,0,0,0,0,0,0,0,0,0,0
513,1982,0,0,0,0,0,0,0,0,0,0
513,1984,0,0,0,0,0,0,0,0,0,0
513,1986,0,0,0,0,0,0,0,0,0,0
513,1987,0,0,0,0,0,0,0,0,0,0
513,1983,0,0,0,0,0,0,0,0,0,0
513,1985,0,0,0,0,0,0,0,0,0,0
513,1998,0,0,0,0,0,0,0,0,0,0
560,1995,0,0,0,0,0,0,0,0,0,0
560,1994,0,0,0,0,0,0,0,0,0,0
560,1996,0,0,0,0,0,0,0,0,0,0
560,1990,0,0,0,0,0,0,0,0,0,0
560,1993,0,0,0,0,0,0,0,0,0,0
560,1991,0,0,0,0,0,0,0,0,0,0
560,1988,0,0,0,0,0,0,0,0,0,0
560,1989,0,0,0,0,0,0,0,0,0,0
560,1997,0,0,0,0,0,0,0,0,0,0
560,1992,0,0,0,0,0,0,0,0,0,0
560,1987,0,0,0,0,0,0,0,0,0,0
560,1986,0,0,0,0,0,0,0,0,0,0
560,1985,0,0,0,0,0,0,0,0,0,0
560,1984,0,0,0,0,0,0,0,0,0,0
560,1983,0,0,0,0,0,0,0,0,0,0
560,1982,0,0,0,0,0,0,0,0,0,0
560,1981,0,0,0,0,0,0,0,0,0,0
560,1998,0,0,0,0,0,0,0,0,0,0
561,1996,0,0,0,0,0,0,0,0,0,0
561,1994,0,0,0,0,0,0,0,0,0,0
561,1995,0,0,0,0,0,0,0,0,0,0
561,1997,0,0,0,0,0,0,0,0,0,0
561,1990,0,0,0,0,0,0,0,0,0,0
561,1993,0,0,0,0,0,0,0,0,0,0
561,1989,0,0,0,0,0,0,0,0,0,0
561,1992,0,0,0,0,0,0,0,0,0,0
561,1991,0,0,0,0,0,0,0,0,0,0
561,1988,0,0,0,0,0,0,0,0,0,0
561,1987,0,0,0,0,0,0,0,0,0,0
561,1986,0,0,0,0,0,0,0,0,0,0
561,1981,0,0,0,0,0,0,0,0,0,0
561,1983,0,0,0,0,0,0,0,0,0,0
561,1984,0,0,0,0,0,0,0,0,0,0
561,1985,0,0,0,0,0,0,0,0,0,0
561,1982,0,0,0,0,0,0,0,0,0,0
561,1998,0,0,0,0,0,0,0,0,0,0
562,1995,0,0,0,0,0,0,0,0,0,0
562,1994,0,0,0,0,0,0,0,0,0,0
562,1996,0,0,0,0,0,0,0,0,0,0
562,1993,0,0,0,0,0,0,0,0,0,0
562,1997,0,0,0,0,0,0,0,0,0,0
562,1992,0,0,0,0,0,0,0,0,0,0
562,1991,0,0,0,0,0,0,0,0,0,0
562,1990,0,0,0,0,0,0,0,0,0,0
562,1989,0,0,0,0,0,0,0,0,0,0
562,1988,0,0,0,0,0,0,0,0,0,0
562,1987,0,0,0,0,0,0,0,0,0,0
562,1986,0,0,0,0,0,0,0,0,0,0
562,1981,0,0,0,0,0,0,0,0,0,0
562,1985,0,0,0,0,0,0,0,0,0,0
562,1982,0,0,0,0,0,0,0,0,0,0
562,1983,0,0,0,0,0,0,0,0,0,0
562,1984,0,0,0,0,0,0,0,0,0,0
562,1998,0,0,0,0,0,0,0,0,0,0
563,1994,0,0,0,0,0,0,0,0,0,0
563,1993,0,0,0,0,0,0,0,0,0,0
563,1996,0,0,0,0,0,0,0,0,0,0
563,1995,0,0,0,0,0,0,0,0,0,0
563,1989,0,0,0,0,0,0,0,0,0,0
563,1997,0,0,0,0,0,0,0,0,0,0
563,1991,0,0,0,0,0,0,0,0,0,0
563,1990,0,0,0,0,0,0,0,0,0,0
563,1988,0,0,0,0,0,0,0,0,0,0
563,1992,0,0,0,0,0,0,0,0,0,0
563,1987,0,0,0,0,0,0,0,0,0,0
563,1984,0,0,0,0,0,0,0,0,0,0
563,1986,0,0,0,0,0,0,0,0,0,0
563,1983,0,0,0,0,0,0,0,0,0,0
563,1982,0,0,0,0,0,0,0,0,0,0
563,1985,0,0,0,0,0,0,0,0,0,0
563,1981,0,0,0,0,0,0,0,0,0,0
563,1998,0,0,0,0,0,0,0,0,0,0
580,1996,0,0,0,0,0,0,0,0,0,0
580,1997,0,0,0,0,0,0,0,0,0,0
580,1995,0,0,0,0,0,0,0,0,0,0
580,1994,0,0,0,0,0,0,0,0,0,0
580,1993,0,0,0,0,0,0,0,0,0,0
580,1992,0,0,0,0,0,0,0,0,0,0
580,1991,0,0,0,0,0,0,0,0,0,0
580,1990,0,0,0,0,0,0,0,0,0,0
580,1989,0,0,0,0,0,0,0,0,0,0
580,1988,0,0,0,0,0,0,0,0,0,0
580,1987,0,0,0,0,0,0,0,0,0,0
580,1986,0,0,0,0,0,0,0,0,0,0
580,1985,0,0,0,0,0,0,0,0,0,0
580,1984,0,0,0,0,0,0,0,0,0,0
580,1983,0,0,0,0,0,0,0,0,0,0
580,1982,0,0,0,0,0,0,0,0,0,0
580,1981,0,0,0,0,0,0,0,0,0,0
580,1998,0,0,0,0,0,0,0,0,0,0
581,1996,0,0,0,0,0,0,0,0,0,0
581,1995,0,0,0,0,0,0,0,0,0,0
581,1997,0,0,0,0,0,0,0,0,0,0
581,1994,0,0,0,0,0,0,0,0,0,0
581,1993,0,0,0,0,0,0,0,0,0,0
581,1992,0,0,0,0,0,0,0,0,0,0
581,1991,0,0,0,0,0,0,0,0,0,0
581,1990,0,0,0,0,0,0,0,0,0,0
581,1989,0,0,0,0,0,0,0,0,0,0
581,1988,0,0,0,0,0,0,0,0,0,0
581,1987,0,0,0,0,0,0,0,0,0,0
581,1986,0,0,0,0,0,0,0,0,0,0
581,1983,0,0,0,0,0,0,0,0,0,0
581,1982,0,0,0,0,0,0,0,0,0,0
581,1985,0,0,0,0,0,0,0,0,0,0
581,1984,0,0,0,0,0,0,0,0,0,0
581,1981,0,0,0,0,0,0,0,0,0,0
581,1998,0,0,0,0,0,0,0,0,0,0
582,1994,0,0,0,0,0,0,0,0,0,0
582,1995,0,0,0,0,0,0,0,0,0,0
582,1996,0,0,0,0,0,0,0,0,0,0
582,1997,0,0,0,0,0,0,0,0,0,0
582,1993,0,0,0,0,0,0,0,0,0,0
582,1991,0,0,0,0,0,0,0,0,0,0
582,1992,0,0,0,0,0,0,0,0,0,0
582,1990,0,0,0,0,0,0,0,0,0,0
582,1989,0,0,0,0,0,0,0,0,0,0
582,1988,0,0,0,0,0,0,0,0,0,0
582,1987,0,0,0,0,0,0,0,0,0,0
582,1982,0,0,0,0,0,0,0,0,0,0
582,1983,0,0,0,0,0,0,0,0,0,0
582,1981,0,0,0,0,0,0,0,0,0,0
582,1984,0,0,0,0,0,0,0,0,0,0
582,1986,0,0,0,0,0,0,0,0,0,0
582,1985,0,0,0,0,0,0,0,0,0,0
582,1998,0,0,0,0,0,0,0,0,0,0
583,1995,0,0,0,0,0,0,0,0,0,0
583,1994,0,0,0,0,0,0,0,0,0,0
583,1997,0,0,0,0,0,0,0,0,0,0
583,1996,0,0,0,0,0,0,0,0,0,0
583,1993,0,0,0,0,0,0,0,0,0,0
583,1992,0,0,0,0,0,0,0,0,0,0
583,1991,0,0,0,0,0,0,0,0,0,0
583,1990,0,0,0,0,0,0,0,0,0,0
583,1989,0,0,0,0,0,0,0,0,0,0
583,1988,0,0,0,0,0,0,0,0,0,0
583,1987,0,0,0,0,0,0,0,0,0,0
583,1981,0,0,0,0,0,0,0,0,0,0
583,1986,0,0,0,0,0,0,0,0,0,0
583,1982,0,0,0,0,0,0,0,0,0,0
583,1984,0,0,0,0,0,0,0,0,0,0
583,1983,0,0,0,0,0,0,0,0,0,0
583,1985,0,0,0,0,0,0,0,0,0,0
583,1998,0,0,0,0,0,0,0,0,0,0
584,1996,0,0,0,0,0,0,0,0,0,0
584,1997,0,0,0,0,0,0,0,0,0,0
584,1995,0,0,0,0,0,0,0,0,0,0
584,1994,0,0,0,0,0,0,0,0,0,0
584,1993,0,0,0,0,0,0,0,0,0,0
584,1992,0,0,0,0,0,0,0,0,0,0
584,1991,0,0,0,0,0,0,0,0,0,0
584,1990,0,0,0,0,0,0,0,0,0,0
584,1989,0,0,0,0,0,0,0,0,0,0
584,1988,0,0,0,0,0,0,0,0,0,0
584,1981,0,0,0,0,0,0,0,0,0,0
584,1987,0,0,0,0,0,0,0,0,0,0
584,1984,0,0,0,0,0,0,0,0,0,0
584,1986,0,0,0,0,0,0,0,0,0,0
584,1983,0,0,0,0,0,0,0,0,0,0
584,1985,0,0,0,0,0,0,0,0,0,0
584,1982,0,0,0,0,0,0,0,0,0,0
584,1998,0,0,0,0,0,0,0,0,0,0
586,1995,0,0,0,0,0,0,0,0,0,0
586,1994,0,0,0,0,0,0,0,0,0,0
586,1996,0,0,0,0,0,0,0,0,0,0
586,1993,0,0,0,0,0,0,0,0,0,0
586,1997,0,0,0,0,0,0,0,0,0,0
586,1992,0,0,0,0,0,0,0,0,0,0
586,1991,0,0,0,0,0,0,0,0,0,0
586,1990,0,0,0,0,0,0,0,0,0,0
586,1989,0,0,0,0,0,0,0,0,0,0
586,1988,0,0,0,0,0,0,0,0,0,0
586,1987,0,0,0,0,0,0,0,0,0,0
586,1981,0,0,0,0,0,0,0,0,0,0
586,1986,0,0,0,0,0,0,0,0,0,0
586,1982,0,0,0,0,0,0,0,0,0,0
586,1983,0,0,0,0,0,0,0,0,0,0
586,1985,0,0,0,0,0,0,0,0,0,0
586,1984,0,0,0,0,0,0,0,0,0,0
586,1998,0,0,0,0,0,0,0,0,0,0
604,1994,0,0,0,0,0,0,0,0,0,0
604,1996,0,0,0,0,0,0,0,0,0,0
604,1995,0,0,0,0,0,0,0,0,0,0
604,1993,0,0,0,0,0,0,0,0,0,0
604,1997,0,0,0,0,0,0,0,0,0,0
604,1992,0,0,0,0,0,0,0,0,0,0
604,1990,0,0,0,0,0,0,0,0,0,0
604,1991,0,0,0,0,0,0,0,0,0,0
604,1989,0,0,0,0,0,0,0,0,0,0
604,1988,0,0,0,0,0,0,0,0,0,0
604,1987,0,0,0,0,0,0,0,0,0,0
604,1982,0,0,0,0,0,0,0,0,0,0
604,1984,0,0,0,0,0,0,0,0,0,0
604,1986,0,0,0,0,0,0,0,0,0,0
604,1981,0,0,0,0,0,0,0,0,0,0
604,1983,0,0,0,0,0,0,0,0,0,0
604,1985,0,0,0,0,0,0,0,0,0,0
604,1998,0,0,0,0,0,0,0,0,0,0
617,1997,0,0,0,0,0,0,0,0,0,0
617,1996,0,0,0,0,0,0,0,0,0,0
617,1995,0,0,0,0,0,0,0,0,0,0
617,1994,0,0,0,0,0,0,0,0,0,0
617,1993,0,0,0,0,0,0,0,0,0,0
617,1992,0,0,0,0,0,0,0,0,0,0
617,1991,0,0,0,0,0,0,0,0,0,0
617,1990,0,0,0,0,0,0,0,0,0,0
617,1989,0,0,0,0,0,0,0,0,0,0
617,1988,0,0,0,0,0,0,0,0,0,0
617,1983,0,0,0,0,0,0,0,0,0,0
617,1987,0,0,0,0,0,0,0,0,0,0
617,1986,0,0,0,0,0,0,0,0,0,0
617,1985,0,0,0,0,0,0,0,0,0,0
617,1984,0,0,0,0,0,0,0,0,0,0
617,1982,0,0,0,0,0,0,0,0,0,0
617,1981,0,0,0,0,0,0,0,0,0,0
617,1998,0,0,0,0,0,0,0,0,0,0
642,1993,0,0,0,0,0,0,0,0,0,0
642,1995,0,0,0,0,0,0,0,0,0,0
642,1996,0,0,0,0,0,0,0,0,0,0
642,1994,0,0,0,0,0,0,0,0,0,0
642,1997,0,0,0,0,0,0,0,0,0,0
642,1990,0,0,0,0,0,0,0,0,0,0
642,1989,0,0,0,0,0,0,0,0,0,0
642,1992,0,0,0,0,0,0,0,0,0,0
642,1988,0,0,0,0,0,0,0,0,0,0
642,1991,0,0,0,0,0,0,0,0,0,0
642,1987,0,0,0,0,0,0,0,0,0,0
642,1986,0,0,0,0,0,0,0,0,0,0
642,1982,0,0,0,0,0,0,0,0,0,0
642,1984,0,0,0,0,0,0,0,0,0,0
642,1983,0,0,0,0,0,0,0,0,0,0
642,1985,0,0,0,0,0,0,0,0,0,0
642,1981,0,0,0,0,0,0,0,0,0,0
642,1998,0,0,0,0,0,0,0,0,0,0
643,1995,0,0,0,0,0,0,0,0,0,0
643,1994,0,0,0,0,0,0,0,0,0,0
643,1996,0,0,0,0,0,0,0,0,0,0
643,1997,0,0,0,0,0,0,0,0,0,0
643,1991,0,0,0,0,0,0,0,0,0,0
643,1993,0,0,0,0,0,0,0,0,0,0
643,1990,0,0,0,0,0,0,0,0,0,0
643,1992,0,0,0,0,0,0,0,0,0,0
643,1989,0,0,0,0,0,0,0,0,0,0
643,1988,0,0,0,0,0,0,0,0,0,0
643,1985,0,0,0,0,0,0,0,0,0,0
643,1981,0,0,0,0,0,0,0,0,0,0
643,1984,0,0,0,0,0,0,0,0,0,0
643,1987,0,0,0,0,0,0,0,0,0,0
643,1983,0,0,0,0,0,0,0,0,0,0
643,1982,0,0,0,0,0,0,0,0,0,0
643,1986,0,0,0,0,0,0,0,0,0,0
643,1998,0,0,0,0,0,0,0,0,0,0
662,1997,0,0,0,0,0,0,0,0,0,0
662,1996,0,0,0,0,0,0,0,0,0,0
662,1995,0,0,0,0,0,0,0,0,0,0
662,1993,0,0,0,0,0,0,0,0,0,0
662,1994,0,0,0,0,0,0,0,0,0,0
662,1992,0,0,0,0,0,0,0,0,0,0
662,1991,0,0,0,0,0,0,0,0,0,0
662,1990,0,0,0,0,0,0,0,0,0,0
662,1989,0,0,0,0,0,0,0,0,0,0
662,1988,0,0,0,0,0,0,0,0,0,0
662,1981,0,0,0,0,0,0,0,0,0,0
662,1982,0,0,0,0,0,0,0,0,0,0
662,1987,0,0,0,0,0,0,0,0,0,0
662,1983,0,0,0,0,0,0,0,0,0,0
662,1986,0,0,0,0,0,0,0,0,0,0
662,1984,0,0,0,0,0,0,0,0,0,0
662,1985,0,0,0,0,0,0,0,0,0,0
662,1998,0,0,0,0,0,0,0,0,0,0
665,1997,0,0,0,0,0,0,0,0,0,0
665,1996,0,0,0,0,0,0,0,0,0,0
665,1993,0,0,0,0,0,0,0,0,0,0
665,1990,0,0,0,0,0,0,0,0,0,0
665,1995,0,0,0,0,0,0,0,0,0,0
665,1991,0,0,0,0,0,0,0,0,0,0
665,1994,0,0,0,0,0,0,0,0,0,0
665,1992,0,0,0,0,0,0,0,0,0,0
665,1989,0,0,0,0,0,0,0,0,0,0
665,1988,0,0,0,0,0,0,0,0,0,0
665,1987,0,0,0,0,0,0,0,0,0,0
665,1986,0,0,0,0,0,0,0,0,0,0
665,1983,0,0,0,0,0,0,0,0,0,0
665,1982,0,0,0,0,0,0,0,0,0,0
665,1984,0,0,0,0,0,0,0,0,0,0
